state,district,college_name
Maharashtra,Pune,"Bhigawan Shikshan Prasark mandals Loknete Shardchandraji Pawar College of Education,Pune"
Uttar Pradesh,Mathura,"Shri Chaitanya Shiksha Sansthan, Shital Chaya Raman Reti, Vrindavan"
Maharashtra,Raigarh,Mahatma Gandhi Missions Institute of Management Plot No1 Sector 18 Kamothe Navi Mumbai 410
Maharashtra,Chandrapur,MAHATMA GANDHI ARTS COLLEGE RAJOLI
Maharashtra,Nanded,"M.G.M.'S College of Engineering, Ari Port Raod, Nanded"
Gujarat,Bharuch,"Arts & Commerce College, Sarbhan, Bharuch"
Odisha,Dhenkanal,NYSASDRI School of Journalism and Social Work
Gujarat,Bhavnagar,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR"
Jammu and Kashmir,Jammu,"Govt. Degree College, Akhnoor"
Maharashtra,Latur,"Mahatma Phule Adhyapak Mahavidyalaya, Jalkot"
Uttar Pradesh,Agra,"SHRI SIDDHI VINAYAK DEGREE COLLEGE RAIBHA ACHHNERA, AGRA"
Punjab,Ludhiana,"Baba Sri Chand College of Management , Nurpura"
Uttar Pradesh,Kanpur Dehat,"KUNDAN LAL SHUKLA MAHAVIDYALAYA, RANIA,"
Uttar Pradesh,Agra,"SRI. SIDDI VINAYAK EDUCATION MAHAVIDYALAYA RAIBA ACCHNERA, AGRA"
Maharashtra,Gadchiroli,"Bhagwantrao Arts College, Sironcha"
Maharashtra,Satara,"Govt. College of Pharmacy, KARAD"
West Bengal,North 24 Parganas,B. P. Poddar Institute of Management & Technology
Tamil Nadu,Vellore,Adhiparasakthi College of Education
Gujarat,Panch Mahals,Sheth P. T. Arts & Science College
Jammu and Kashmir,Bandipore,"Government Degree College, Sumbal, Sonawari,"
Maharashtra,Nagpur,"Matoshree Anjanabai Mundaphule Social Work and Arts College, Narkhed"
Maharashtra,Nashik,"Jagdamba Education Societys S.N.D.College of Education, Babhulgaon Tal. Yeola, Dist. Nashik 423401"
West Bengal,Kolkata,Seth Soorajmull Jalan Girls ' College
Karnataka,Tumakuru,"Government First Grade College, Badavanahalli"
Jammu and Kashmir,Jammu,Ranjit College of Education
Punjab,Gurdaspur,"SL Bawa DAV College, Batala"
Uttar Pradesh,Auraiya,"SRI BANKA BIHARI MAHAVIDHYALAYA, BAGHAIPUR,"
Gujarat,Junagadh,DR.SUBHASH MAHILA ARTS COMM.& HOMESCI.COLLEGE-JUNAGADH
Karnataka,Ballari,"Kumari G. Sudha Shankara Gouda Memorial Theosophical College of Management, Hospet - 583 201."
Maharashtra,Sangli,"Kai Sou Malatidevi Vasantrao Patil Mahila Shikshan Shastra Mahavidyalaya, Duyyam Bazar Awar, Market Yard, MIRAJ"
Karnataka,Bengaluru Urban,"East Point College of Engg., & Tech., BANGALORE"
Uttar Pradesh,Gorakhpur,"Sagar Mall Banka Degree College, Baragdahi, Bhathat, Gorakhpur"
Jammu and Kashmir,Reasi,"GOvt. Degree College, Reasi"
Rajasthan,Jaipur,"Khoj Mahavidyalaya, Jaipur"
Uttar Pradesh,Bareilly,"SRAJAN INSTITUTE OF MANAGEMENT & TECHNOLOGY, FATEHGANJ (WEST), BAREILLY"
Jammu and Kashmir,Jammu,"Govt. Degree College, R.S. Pura"
Maharashtra,Pune,"MAVAL SHIKSHAN PRATHISHTHANS SAVITRIBAI PHULE MAHILA MAHAVIDYALAYA, PUNE"
Karnataka,Raichur,AMES Science Degree College Raichur
West Bengal,Maldah,"DAVID HARE TEACHERS TRAINING COLLEGE, MALDA"
Jammu and Kashmir,Srinagar,"Govt. Degree College Bemina, Srinagar"
Odisha,Jagatsinghapur,Ananta Sanskrit College
Jammu and Kashmir,Jammu,KC College of Education
Gujarat,Narmada,Shri Maharaja Rajendrasinhji Arts & Science College
Uttar Pradesh,Sitapur,"R.M.P. P.G. COLLEGE,"
Jammu and Kashmir,Jammu,"GOVERNMENT DEGREE COLLEGE, KHOUR"
Karnataka,Chitradurga,"Bapuji First Grade College, Challakere,"
West Bengal,Haora,Shyampur Siddheswari Mahavidyalaya
Gujarat,Junagadh,"SHRI J.B. BARAD B.ED. COLLEGE, SUTRAPADA"
Uttar Pradesh,Kannauj,"GANGADEVI BALIKA MAHAVIDYALAYA, BHAVANIPUR, MOHANPUR RATANPUR"
Gujarat,Jamnagar,"SHREE D.K. KAPURIA ARTS COLLEGE AND S.B. GARDI COMMERCE COLLEGE, KALAVAD"
Gujarat,Tapi,"Government Science College, Valod"
Gujarat,Anand,"Jivkaran Institute of Science and Technology, Vallabh Vidyanagar"
Maharashtra,Kolhapur,GENESIS INSTITUTE OF TECHNOLOGY
Maharashtra,Parbhani,"Bhagwanbaba College of Education, Karegaon, Parbhani"
Maharashtra,Pune,"Shri Shivaji Maratha Societys Institute of Management and Research,Parvati, Aranyeshwar, Pune 411009"
Jammu and Kashmir,Kulgam,"Govt. Degree College Kulgam, Kashmir"
Uttar Pradesh,Ballia,SENT XAVIER MAHAVIDYALAYA BALLIA
West Bengal,South 24 Parganas,Netaji Subhash Engineering College
Uttrakhand,Hardwar,"S.M.J.N P.G college, Govindpuri, Haridwar"
Uttar Pradesh,Auraiya,"SINGH VAHINI MAHAVIDYALAYA, ADAMPUR, AJITMAL,"
Punjab,Amritsar,SAINIK INSTITUTE OF MGT AND TECHNOLOGY
Uttar Pradesh,Bareilly,Springdale Mahila Mahavidyalaya
Uttar Pradesh,Kanpur Dehat,"SMT KRIPA SHUKLA PUTTILAL MAHAVIDYALAYA TISTI, KANPUR DEHAT"
Uttar Pradesh,Bareilly,Gangasheel School of Nursing
Tamil Nadu,Namakkal,"BRAHMA SCHOOL OF BUSINESS, NAMAKKAL"
Jammu and Kashmir,Doda,Govt. Degree College Kilhotran
Gujarat,Surat,"SHRI DHANVANTARY PHARMACY COLLEGE, KIM"
West Bengal,South 24 Parganas,George College of Management and Science
Gujarat,Mehsana,SAHAJANAND COLLEGE OF EDUCATION BECHARAJI
Maharashtra,Chandrapur,Janta Education College
Karnataka,Belagavi,"SHRI HARI EDUCATION ACADEMYs COLLEGE OF BUSINESS ADMINISTRATION, SANKESHWAR.(4332)"
Maharashtra,Nanded,"Indira Gandhi Senior College, Cidco, Nanded"
Uttar Pradesh,Sultanpur,Ranjeet Singh Inistute of Education and Tecnology
Gujarat,Patan,AJET COLLEGE OF EDUCATION RADHANPUR
Andhra Pradesh,Guntur,"Amara Institute of Engineering & Technology, Satuluru Post, Nadendla (Mandal), PIN-522601(CC-AH)"
Himachal Pradesh,Kangra,"Mehar Chand Mahajan DAV College, Kangra"
Karnataka,Udupi,"Poornaprajna Institute of Management, Udupi"
Karnataka,Haveri,"Shri. B.R. Tambakad First Grade Arts & Commerce College, Hirekerur"
Karnataka,Kalaburagi,Shri Guru Degree College
Uttar Pradesh,Hardoi,"SRI DIMOND DEGREE COLLEGE, MAHUIPURI,"
Jammu and Kashmir,Kathua,Lal Bahadur Shastri College of Education
Gujarat,Anand,"M. N. College Of Pharmacy (Diploma), Khambhat"
Chhatisgarh,Bilaspur,"P.N.S. College, Nehrunagar Bilaspur"
Gujarat,Banas Kantha,SHRI B L PARIKH COLLEGE OF BBA
Maharashtra,Satara,Gauri Shankar Institute of Pharmasutical Education and Research
Jammu and Kashmir,Kathua,Guru Gang Dev ji college of Education
Rajasthan,Banswara,"VIVEKANAND COLLEGE, ANJANA"
Gujarat,Sabarkantha,BED COLLEGE ANDROKHA
Jammu and Kashmir,Punch,"GOVERNMENT DEGREE COLLEGE, SURANKOT"
Maharashtra,Chandrapur,"SUshilabai Ramchandra Mamidwar Social Work College, Moba Tadali"
Maharashtra,Pune,"Dr. D.Y.Patil Centre of Management and Research, Village Chikhali,Pune 411019"
Gujarat,Surat,Bachelor of Education College
Tamil Nadu,Chennai,"APOLLO HOSPITAL ENTERPRISE LIMITED (A UNIT OF APOLLO HOSPITALS EDUCATIONAL TRUST) (Inst.Code - 579), CHENNAI"
Maharashtra,Ahmadnagar,"Mula Education Societys College of Education, Sonai, Tal. Nevasa,Dist. Ahmednagar 414105"
Maharashtra,Nashik,"Shri Swami Samarth Vidya Prasarak Mandals Arts College, Raolgaon, Tal. Malegaon, Dist.Nashik"
West Bengal,Bankura,Patrasayer Mahavidyalaya
Rajasthan,Dausa,"Universal College, Dausa"
Gujarat,Bhavnagar,Shashwat Charitable Education Trust Sanchalit B.C.A. College
Gujarat,Sabarkantha,"ARTS COLLEGE, ANDROKHA"
Jammu and Kashmir,Kathua,Thakur Dharma Singh College of Education
Karnataka,Bengaluru Urban,"City Engineering College, BANGALORE"
Odisha,Bhadrak,Kalandi Charan Sanskrit College
Gujarat,Banas Kantha,SHRI BANASKANTHA KADVA PATIDAR SANSKAR MANDAL BSc COLLEGE
Karnataka,Kalaburagi,"KHAJA BANDA NAWAZ COLLEGE OF NURSING, GULBARGA"
West Bengal,Murshidabad,Murshidabad College of Engg. and Technology
Gujarat,Surat,"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT"
Maharashtra,Pune,"Shivneri Institute of Business Management, Khanpur, Tal.Junnar, Dist.Pune 410502"
Uttar Pradesh,Kannauj,"RAO BALVEER SINGH RANVEER SINGH MAHAVIDYALAYA, SAKRAVA"
Rajasthan,Churu,Carrier College - Churu
Jharkhand,Giridih,"R. K. MAHILA COLLEGE, GIRIDIH"
Maharashtra,Solapur,SHRIRAM INSTITUTE OF INFORMATION TECHNOLOGY AT.POST PANIV TAL. MALSHIRAS
Telangana,Rangareddy,K.G.R Institute of Technology & Management
Maharashtra,Latur,"Netaji Subhashschandra Bose Adhyapak Mahavidyalaya, Kingaon"
West Bengal,Murshidabad,ANTONY BEd COLLEGE
Uttar Pradesh,Deoria,"Shri Vijay Raghav Sanskrit Mahavidyalaya, Pandeya Chak, Barnai"
Karnataka,Bengaluru Urban,Padmashree School of Public Health
Gujarat,Sabarkantha,MSW COLLEGE ANDHROKHA
Maharashtra,Bid,Karmaveer Shikshan Prasarak Mandal's College of Education for Women
Uttar Pradesh,Gonda,"PRAN DEVI MAHADEV MAHAVIDYALAYA, PAYARKHAS, GONDA"
Tamil Nadu,Kanniyakumari,"Dr KUMARASWAMI HEALTH CENTRE COLLEGE OF NURSING (Inst. Code - 463), KANYAKUMARI"
Gujarat,Sabarkantha,PGDCA COLLEGE ANDROKHA
Jammu and Kashmir,Samba,"Govt. Degree College, Samba"
Maharashtra,Pune,"J.S.P.M.s Jaywant Abaskas Institute of Computer Application, Hadapsar, Pune 411028"
Gujarat,Sabarkantha,SCIENCE COLLEGE ANDROKHA
Gujarat,Sabarkantha,GOVERMENT ARTS & COMMERCE COLLEGE MEGHRAJ
Punjab,Sahibzada Ajit Singh Nagar,"Chandigarh Business school of Administration, Landran"
West Bengal,Nadia,Karimpur Pannadevi College
Gujarat,Anand,"Sardar Patel College of Administration & Management, Bakrol"
Gujarat,Bhavnagar,Gyanmanjari Institute of Technology
Maharashtra,Kolhapur,Late Shri Hanmantrao Alias Balasaheb Ganpatrao Kharade College of Educatio
Maharashtra,Ahmadnagar,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's Ahmednagar Shri.Chhatrapati Shivaji Maharaj College of Engineering, Nepti, Address: Nepti Nagar Kalyan Road, Ahmednagar, Taluka: Ahmednagar, District: Ahmednagar"
Maharashtra,Nashik,"Pune Vidyarthi Gruhas College of Education, Tal. Mhasrul, Dist.Nashik 422004"
Goa,South Goa,"SHREE SATERI PISSANI EDUCATION SOCEITY'S SHRI GOPAL GAONKAR MEMORIAL GOA MULTI FACULTY COLLEGE, DHARBANDORA"
Uttar Pradesh,Meerut,"NEELKANTH INSTITUTE OF TECHNOLOGY, MEERUT"
Gujarat,Sabarkantha,R G BAROT COLLEGE EDUCATION
Jammu and Kashmir,Srinagar,"Govt. College of Education, Srinagar"
Uttar Pradesh,Kanpur Nagar,"SARASWATI MAHILA MAHAVIDYALAYA, VIJAY NAGAR,"
West Bengal,Murshidabad,Bimal Chandra College of Law
Gujarat,Sabarkantha,R G BAROT EDUCATION COLLEGE (MED)
West Bengal,Kolkata,ILEAD INSTITUTE OF LEADERSHIP ENTREPRENEURSHIP AND DEVELOPMENT
Haryana,Mahendragarh,"GOVT. COLLEGE FOR WOMEN, NARNAUL"
Gujarat,Gandhinagar,VENUS INSTITUTE OF DESIGN AND ARCHITECTURE
Gujarat,Sabarkantha,MSW COLLEGE BHILODA
Rajasthan,Kota,"LZEBRA GIRLS COLLEGE 121 SHASTRI NAGAR, KOTA"
Uttar Pradesh,Bulandshahr,"Shri Laxmandas Yajurved Sanskrit Mahavidyalaya, Khurja"
Gujarat,Anand,"Sardar Patel College of Education, Bakrol"
Gujarat,Kutch,SRK Institute Of Social Science
Uttar Pradesh,Jaunpur,"Adarsh Shri Vasudev Sanskrit Mahavidyalaya, Gutavan"
Uttar Pradesh,Bijnor,Rani Bhagyavati Devi Mahila Mahavidyalaya
Gujarat,Ahmedabad,L J INSTITUTE OF COMPUTER APPLICATION (2ND SHIFT)-561
Maharashtra,Satara,"Rajendra Mahavidyalaya, Khandala"
Gujarat,Kutch,SRK Institute Of Management and Computer Education
Maharashtra,Buldana,"Rambhau Lingade Shikshan Mahavidyalaya, Buldhana"
Gujarat,Ahmedabad,L.J.Institute of Computer Applications (SFI)-Ahmedabad
Maharashtra,Parbhani,B. Raghunath Arts & Science College Parbhani
Maharashtra,Pune,"Suryadatta Education Foundations Suryadatta College of Management and Information Research, Vijaynagar Colony, Sadashiv Peth, Pune 411030"
Uttar Pradesh,Ghaziabad,"MORDEN COLLEGE OF LAW MOHAN NAGAR, GHAZIABAD, Ph. No- 0120-2657167/2657441, 9711149574 Fax NO. 0120-2657441 E-mail.-moderncollegegbd@rediffmail.com"
Gujarat,Kutch,SMT NIRANJANA PANKAJ MAHETA MAHILA COLLEGE
Odisha,Baleshwar,"KAMAL KUMARI SANSKRIT WOMENS COLLEGE, LANGALESWAR"
West Bengal,Purba Medinipur,Tamralipta Mahavidyalaya
Uttar Pradesh,Unnao,"M.P.N. MAHAVIDYALAYA, OSIYA BEEGHAPUR,"
Telangana,Medak,TARA Govt. College
Tamil Nadu,Thoothukkudi,Dr.G.U.Pope college of Education
Madhya Pradesh,Neemuch,"Dr. Radha Krishna College, Neemuch"
Madhya Pradesh,Ujjain,"Vardhman College Of Prof.Studies, Nagda"
Uttar Pradesh,Fatehpur,"RAMPAL MAURYA MAHAVIDYALAYA, KHAGA,"
Odisha,Jagatsinghapur,"SIDHESWAR SANSKRIT MOHAVIDYALAYA, BARADIA"
Maharashtra,Gadchiroli,"Teachers College, Charmoshi"
Tamil Nadu,Coimbatore,"GANGA MEDICAL CENTRE AND HOSPITAL PVT. LTD., (Inst. Code - 417), COIMBATORE"
Uttar Pradesh,Kanpur Dehat,"SMT KRIPA SHUKLA PUTTILAL MAHAVIDYALAYA, KEWLEPUR, SUJANPUR"
Maharashtra,Nashik,"Sandip Foundation's Sandip Institute of Engineering and Management, Mahiravani, Trimbak Road, Nashik 422213"
Maharashtra,Sindhudurg,Br. Nath Pai B.Ed. College
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),"Shri Sankatmochan Sanskrit Mahavidyalaya, Suriyava"
Uttar Pradesh,Agra,"Shri Vidyadharmvardhani Pathshala Sanskrit Mahavidyalaya, Gur ki mandi"
Maharashtra,Satara,"Arts College, WAGHOLI,"
Uttar Pradesh,Mathura,"Shri Nimbark Sanskrit Mahavidyalaya, Vrindavan"
Gujarat,Surat,Smt. G. N. Pandya Science College
Daman & Diu,Diu,"GOVERNMENT POLYTECHNIC, DIU"
Uttar Pradesh,Mainpuri,"GYAN SAROVAR MAHAVIDYALAYA, SHANTI NAGAR, MAINPURI"
Uttar Pradesh,Agra,"DR. M.P.S.MEMORIAL COLLEGE OF BUSINESS STUDIES,AGRA DELHI HIGHWAY,SIKANDRA AGRA"
Maharashtra,Ratnagiri,Sahyadri Shikshan Sansthas College of Arts Sawarde Tal Chiplun Dist Ratnagiri
Gujarat,Junagadh,SHASHTRI SWAMI DHAMJIVANDASJI B.ED.COLLEGE-UNA
West Bengal,Nadia,Pritilata Mahila Mahavidyalaya
Uttar Pradesh,Kaushambi,"SMT. KRISHNA MAHAVIDYALAYA, SAYARA,"
Maharashtra,Gadchiroli,"Shri Govindrao Munghate Arts & Science College, Kurkheda"
Uttar Pradesh,Lucknow,"T D L COLLEGE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW"
Uttar Pradesh,Deoria,"Satyanarayan Sanskrit Adarsh Mahavidyalaya, Basari Baitalpur"
Gujarat,Bhavnagar,Nandkunvarba Mahila Commerce College
West Bengal,Kolkata,George College
Gujarat,Surat,Siddharth Law College
Telangana,Adilabad,"Sadhana Degree College, Muthyampet, Dandepally (M), Adilabad"
Gujarat,Jamnagar,"S B GARDI BED COLLEGE, DHROL"
Uttar Pradesh,Ambedkar Nagar,"'SHANTI DEVI RAM BADAN MAHAVIDYALAYA, NASIRPUR, AMBEDKARNAGAR"
Uttar Pradesh,Kanpur Dehat,"SRI P.L. YADAV MAHAVIDYALAYA,SUNVERSA"
Odisha,Khordha,Sivananda Yoga Vedanta Academy
Maharashtra,Sangli,"Deshbhakta Anandrao Balwantrao Naik Arts and Science College,Yashwantnagar, CHIKHALI"
Maharashtra,Satara,Imailsaheb Mulla Law College
Uttar Pradesh,Ambedkar Nagar,"A.P.S. MAHAVIDYALAYA, CHAKRASENPUR, ANAND NAGAR, AMBEDKAR NAGAR"
Gujarat,Valsad,Dolat-Usha Institute of Applied Science & Dhiru-Sarla Institute of Management & Commerce
Uttar Pradesh,Rae Bareli,"KU. MUNINDRA SINGH MAHAVIDYALAYA, DEENSAHGAURA,"
Uttar Pradesh,Allahabad,"MAHENDRA PRATAP SINGH DEGREE COLLEGE, ANDAVA,"
West Bengal,Barddhaman,Bengal College of Engineering and Technology for Women
Gujarat,Amreli,"SHREE SAHJANAND ARTS AND COMMERCE COLLEGE, DAMNAGAR"
Uttar Pradesh,Firozabad,"Arya Gurukul Sanskrit Mahavidyalaya, Sisaraganj"
Odisha,Ganjam,Dr. Ghanashyam Mishra Sanskrit College
West Bengal,Murshidabad,AZAD MISSION TEACHERS TRAINING COLLEGE
Uttar Pradesh,Bara Banki,"PT. PRANNATH KAMLA PRASAD (MANOJ VINOD) MAHAVIDYALAYA, ADITYA NAGAR, AMAHIA, BARABANKI"
Uttar Pradesh,Kanpur Dehat,NAZIRI MAHAVIDHYALAYA
West Bengal,Kolkata,"NSHM College of Management and Technology, Kolkata"
Uttar Pradesh,Sultanpur,"RAJA KANHA MAHAVIDYALAYA, JAGESAR GANJ, SULTANPUR"
Gujarat,Kutch,Government Science College
Uttar Pradesh,Allahabad,"MAHENDRA PRATAP SINGH MAHAVIDYALAYA, SIKANDARA, FULPUR,"
Uttar Pradesh,Mau,"Shri Durga Sanskrit Mahavidyalaya, Amaree, Amarhat"
Maharashtra,Pune,"Flora Education Society's Flora Institute of Technology, Address: A/P Khopi, near Khedshivapur Toll Plaza Off Pune-Satara Highway, TQ Bhor, District - Pune 412205 Taluka: Bhor District: Pune"
Chhatisgarh,Rajnandgaon,Pt. K.L.S. Vidhi Mahavidyalaya Rajnandgaon
Haryana,Rohtak,J.R. KISSAN COLLEGE OF EDUCATION
Uttar Pradesh,Jaunpur,Sanatan Devi Das Sanskrit Mahavidyalaya Sudanipur
Gujarat,Surat,Shri Saraswati Hindi Mahavidhyalaya
West Bengal,Murshidabad,Dumkal Institute of Engg. and Technology
Uttar Pradesh,Bahraich,Adarsh Sanskrit Ayurveda Mahavidyalaya
Uttar Pradesh,Pratapgarh,Sri BalaJi Shaikshik Sansthan Upadhyaypur Atheha
Uttar Pradesh,Jaunpur,"Adarsh Shri Sanatan Dharm Sanskrit Mahavidyalaya, Rasmandal"
West Bengal,Nadia,KALIGANJ GOVERNMENT COLLEGE
Uttar Pradesh,Kanpur Nagar,"G.S.V. DEGREE COLLEGE, SEMARJHAL, NARWAL,"
Maharashtra,Kolhapur,"Shikshanshastra Mahavidyalaya,KAGAL"
West Bengal,Barddhaman,"Nutanhat TeacherÃ¢Â€Â™s Training Institute, Nutanhat"
Gujarat,Surat,Shri S. R. Patel B. Ed. College
Uttar Pradesh,Faizabad,"Govardhan Sanskrit Mahavidyalaya, Ramkot, Ayodhya"
Mizoram,Aizawl,Govt. Saitual College
Gujarat,Rajkot,"Murlidhar Group of Institutions(SFI) Bhavnagar-Rajkot Highway, Rajkot"
Uttar Pradesh,Pratapgarh,"JAIRAJ KUNWAR BABA PARASPAL SINGH MAHAVIDYALAYA, LEELAPUR, PRATAPGARH"
Jammu and Kashmir,Ganderbal,"GOVERNMENT DEGREE COLLEGE, KANGAN"
Uttar Pradesh,Kanpur Dehat,"KUNJBIHARILAL MEMO. MAHAVIDYALAYA, DUBKI, HASANPUR,"
Uttar Pradesh,Kheri,"RAJKEEYA MAHAVIDYALAYA, PALIYAN KALAN,"
Gujarat,Valsad,Shree Vestabhai H. Patel College of B. Ed.
Gujarat,Banas Kantha,GOVT ARTS & COMMERCE COLLEGE THARAD
Bihar,Aurangabad,K.S.M. College
Rajasthan,Jaipur,Vijay Central Academy Girls College
West Bengal,Kolkata,Maheshtala College
West Bengal,Nadia,Krishnagar B.Ed. College
Gujarat,Sabarkantha,R K PATEL COLLEGE OF EDUCATION KARMIPURA
West Bengal,Nadia,Santipur College
Uttar Pradesh,Gonda,"PT. JAG NARAIN SHUKL GRAMODAI MAHAVIDYALAYA, RANIPUR PAHARI, TARABGANJ, GONDA"
Uttar Pradesh,Gonda,"JAI MAA BARAHI MAHAVIDYALAYA, UMRI, BEGAMGANJ, GONDA"
Gujarat,Rajkot,J.J.KUNDALIYA GRADUATE TEACHER'S COLLEGE-RAJKOT
Uttar Pradesh,Gorakhpur,"Shri Vaidik Dharm Sanjeevani Sanskrit pathshala, Sahjanwa"
Gujarat,Surat,Sheth C. D. Barfiwala College of Commerce
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),"Smt. Kanti Singh Law College, Gyanpur, Sant Ravidas Nagar, Bhadohi"
Karnataka,Belagavi,"KNVV'S ARTS & COMMERCE COLLEGE, KITTUR"
Gujarat,Rajkot,Sanjaybhai Rajguru College of Diploma Engineering
Maharashtra,Kolhapur,"Shri. Sant Gadagebaba Mahavidyalaya, KAPASHI"
West Bengal,Nadia,GOKHURAPOTA B. ED. COLLEGE
Gujarat,Anand,"Shree PM Patel College of Computer Science & Technology, Anand"
Gujarat,Anand,"Shree PM Patel College of Law & Human Rights, Anand"
Gujarat,Anand,"Shree PM Patel Institute of Biosciences, Anand"
Punjab,Tarn Taran,"Shaheed Bhagat Singh College of Education, Patti."
Gujarat,Anand,"Shree PM Patel Institute of Integrated M.Sc. in Biotechnology, Anand"
Gujarat,Anand,"Smt. Kamlaben P. Patel College of Home Science, Anand"
Madhya Pradesh,Bhopal,"Takshila College, RAchana Nagar, Bhopal"
Gujarat,Anand,"Shree PM Patel Institute of Postgraduate Studies & Research in Science, Anand"
Gujarat,Anand,"SHRI P M PATEL INSTITUTE OF PG STUDIES AND RESEARCH IN APPLIED SCIENCE, ANAND"
Karnataka,Uttara Kannada,JMJ Commerce College Chippagi Sirsi
Tamil Nadu,Thiruvallur,Srinivasa Institute of Engineering and Technology
Gujarat,Anand,"Shree JM Patel Institute of Studies & Research in Humanities, Anand"
Gujarat,Anand,"Shree PM Patel College of Electronics & Communication, Anand"
Gujarat,Rajkot,"Christ Institute of Management,""Vidya Niketan""-Rajkot (Minority Institute ) (SFI)"
Gujarat,Rajkot,"Sanjaybhai Rajguru College of Engineering,036"
Gujarat,Anand,"Shree PM Patel College of Education, Anand"
Uttar Pradesh,Aligarh,"S.S.L.D. VARSHNEY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, ALIGARH"
Telangana,Hyderabad,GESTO CULINARY & HOSPITALITY ACADEMY
Uttar Pradesh,Aligarh,"SSLD VARSHNEY INSTITUTE OF MANAGEMENT AND ENGINEERING,ALIGARH"
Gujarat,Surat,Navyug Science College
Gujarat,Kheda,C. B. Patel Arts College
Uttar Pradesh,Kheri,"SRI GURU NANAK MAHAVIDYALAYA, LAKHIMPUR,"
Gujarat,Ahmedabad,"L J SCHOOL OF ARCHITECTURE, OPP DIVYABHASKAR PRESS, S G HIGHWAY-354"
Tamil Nadu,Thanjavur,K.S.K College of Engineering and Technology (New)
Maharashtra,Pune,"Al-Ameen Educational & Medical Foundations Sharadchandraji Pawar College of Education, Pune"
Maharashtra,Nashik,"Mahatama Gandhi Vidyamandirs Guruwarya Dodhu Anandbuwa Kala & Wanijya Mahavidyalaya,Malegaon City, Dist.Nashik 423203"
Jammu and Kashmir,Jammu,K.C. Gurukul College of Education
Rajasthan,Jaipur,"Khoj TT College, Jaipur"
Tamil Nadu,Chennai,MEASI Academy of Architecture
Uttar Pradesh,Sultanpur,LATE BHAGIRATHI YADAV MAHAVIDYALAYA
Jammu and Kashmir,Kupwara,"Govt. Degree College Sogam Kupwara, Kashmir"
Karnataka,Kalaburagi,"CALIAF COLLEGE OF SCIENCE & TECHNOLOGY, M S K MILL ROAD"
Uttar Pradesh,Mirzapur,"Narottam Singh Padam Singh Rajkiya Mahavidyalaya, Mangaraha, Mirzapur"
Haryana,Sonipat,NAVYUG COLLEGE FOR EDUCATION
Gujarat,Vadodara,Rutam
Uttrakhand,Tehri Garhwal,"State Institute of Hotel Management and Catering Technology and Applied Nutrition, New Tehri"
Gujarat,Rajkot,"SRI MIRAMBICA B.ED. COLLEGE, RAJKOT"
Maharashtra,Amravati,"S.P. B.Ed. College,Gajanan Township Campus, Kathora Road,Amravati"
Maharashtra,Yavatmal,"Gopikabai Sitaram Gawande College, Umarkhed"
Haryana,Gurgaon,MAA SARASWATI TEACHERS TRAINING INST.
Gujarat,Anand,SARDAR PATEL COLLEGE OF ENGINEERING
West Bengal,Barddhaman,Sanaka Educational Trusts Group of Institutions
Maharashtra,Sindhudurg,Kadaval Panchkroshi Shikshan Prasarak Mandals Chatrapati Shivaji Maharaj College of Law Sidhhi House Near Petrol Pump Khare Wadi Oras B.K.G Road Tal. Kudal Dist-Sindhudurg
Gujarat,Rajkot,INDUBHAI PAREKH COLLEGE OF ARCHITECTURE -VIRDA-VAJDI-RAJKOT
Maharashtra,Nashik,"M.E.T.Societys Institute of Management Bhujbal Knowledge City, Adgaon, Nashik"
Karnataka,Belagavi,"K L E SOCIETY'S COMMERCE COLLEGE, BELAGAVI"
Telangana,Rangareddy,Vikas College of Education
Telangana,Adilabad,"Vivekananda College of Education, Adilabad"
Uttar Pradesh,Hardoi,"SANTOSH KUMAR MAHAVIDYALAYA, KASIMPUR, BEHDAR,"
Maharashtra,Mumbai,"Bharatiya Vidya Bhavans Hazarimal Somani College of Arts and Science Jayaramdas Patel College of Commerce and Management Studies, Chowpatty"
Gujarat,Porbandar,S.M.JADEJA ARTS & COMMERCE COLLEGE-KUTIYANA (PORBANDAR)
Tamil Nadu,Thanjavur,"SHERIL MARTH PARAMEDICAL INSTITUTION (Inst. Code - 516), THANJAVUR"
Punjab,Sangrur,"Aasra Institute of Advance Studies, Rajpura, Bhawanigarh, Sangrur"
Rajasthan,Jaipur,"SS Jain Subodh Mahila TT college, Jaipur"
Gujarat,Mehsana,"TRASWAD BED COLLEGE, TRASWAD"
Gujarat,Ahmedabad,National College of Commerce
West Bengal,Murshidabad,SYED MUZTABA ALI COLLEGE OF EDUCATION
Karnataka,Kalaburagi,Nrupatunga Degree College Sedam
Gujarat,Kheda,U. T. S. Mahila Arts College
Uttar Pradesh,Jyotiba Phule Nagar,"INSTITUTE OF MANAGEMENT & SCIENCE, GAJRAULA"
Maharashtra,Kolhapur,"Shri. S.K.Patil Shikshanshastra Mahavidyalaya, Prayag Chikhali"
West Bengal,Maldah,Harishchandrapur College
